Date,Open,High,Low,Close,Adj Close,Volume
2021-01-28,820.000000,848.000000,801.000000,835.429993,835.429993,26378048
2021-01-29,830.000305,842.409973,780.099976,793.530029,793.530029,34990754
2021-02-01,814.289978,842.000000,795.560120,839.809998,839.809998,25391385
2021-02-02,844.679993,880.500000,842.200623,872.789978,872.789978,24346213
2021-02-03,877.020020,878.080017,853.064575,854.690002,854.690002,18343510
2021-02-04,855.000000,856.500000,833.419983,849.989990,849.989990,15812661
2021-02-05,845.000000,864.770020,838.969971,852.229980,852.229980,18566637
2021-02-08,869.669983,877.770020,854.750000,863.419983,863.419983,20161719
2021-02-09,855.119995,859.799988,841.750000,849.460022,849.460022,15157651
2021-02-10,843.635010,844.820007,800.020020,804.820007,804.820007,36216090
2021-02-11,812.440002,829.879883,801.724976,811.659973,811.659973,21622753
2021-02-12,801.260010,817.330017,785.330627,816.119995,816.119995,23768313
2021-02-16,818.000000,821.000000,792.440002,796.219971,796.219971,19802324
2021-02-17,779.090027,799.840027,762.010010,798.150024,798.150024,26078898
2021-02-18,780.900024,794.690002,776.270020,787.380005,787.380005,17957058
2021-02-19,795.000000,796.789917,777.369995,781.299988,781.299988,18958255
2021-02-22,762.640015,768.500000,710.200012,714.500000,714.500000,37269716
2021-02-23,662.130005,713.609924,619.000000,698.840027,698.840027,66606882
2021-02-24,711.849976,745.000000,694.169983,742.020020,742.020020,36766950
2021-02-25,726.150024,737.206604,670.580017,682.219971,682.219971,39023855
2021-02-26,700.000000,706.700012,659.510010,675.500000,675.500000,41089173
2021-03-01,690.109985,872.000000,685.049988,718.429993,718.429993,27136239
2021-03-02,718.280029,721.109985,685.000000,686.440002,686.440002,23732158
2021-03-03,687.989990,700.700012,651.705017,653.200012,653.200012,30207960
2021-03-04,655.799988,873.940002,600.000000,621.440002,621.440002,65919530
2021-03-05,626.059998,627.841919,539.489990,597.950012,597.950012,89396459
2021-03-08,600.549988,620.125000,558.789978,563.000000,563.000000,51786958
2021-03-09,608.179993,678.090027,595.210022,673.580017,673.580017,67523328
2021-03-10,700.299988,717.849976,655.059998,668.059998,668.059998,60605672
2021-03-11,699.400024,702.500000,677.179993,699.599976,699.599976,36253892
2021-03-12,670.000000,694.880005,666.139404,693.729980,693.729980,33583840
2021-03-15,694.090027,713.179993,684.039978,707.940002,707.940002,29423479
2021-03-16,703.349976,707.919983,671.000000,676.880005,676.880005,32195672
2021-03-17,656.869995,703.729980,651.010010,701.809998,701.809998,40372453
2021-03-18,684.289978,689.229980,652.000000,653.159973,653.159973,33369022
2021-03-19,646.599976,657.229980,624.620117,654.869995,654.869995,42893978
2021-03-22,684.590027,699.619995,668.750000,670.000000,670.000000,39512221
2021-03-23,675.770020,677.799988,657.510010,662.159973,662.159973,30491870
2021-03-24,667.909973,668.020020,630.109985,630.270020,630.270020,33795174
2021-03-25,613.000000,645.500000,609.500000,640.390015,640.390015,39224850
2021-03-26,641.869995,643.820007,599.890015,618.710022,618.710022,33852827
2021-03-29,615.640015,616.479980,596.020020,611.289978,611.289978,28636985
2021-03-30,601.750000,637.659973,591.010010,635.619995,635.619995,39432359
2021-03-31,646.619995,672.000000,641.109985,667.929993,667.929993,33337288
2021-04-01,688.369995,692.420288,659.419983,661.750000,661.750000,35298378
2021-04-05,707.710022,708.159973,684.700012,691.049988,691.049988,41842767
2021-04-06,690.299988,696.549988,681.369995,691.619995,691.619995,28271839
2021-04-07,687.000000,691.380005,667.840027,670.969971,670.969971,26309433
2021-04-08,677.380005,689.549927,671.645020,683.799988,683.799988,23924329
2021-04-09,677.770020,680.969971,669.429993,677.020020,677.020020,21437087
2021-04-12,685.700012,704.799988,682.090027,701.979980,701.979980,29135670
2021-04-13,712.700012,763.000000,710.659973,762.320007,762.320007,44652808
2021-04-14,770.700012,780.789978,728.030029,732.229980,732.229980,49017434
2021-04-15,743.099976,743.690002,721.309998,738.849976,738.849976,27848900
2021-04-16,728.650024,749.409973,724.599976,739.780029,739.780029,27979526
2021-04-19,719.599976,725.400024,691.800110,714.630005,714.630005,39686226
2021-04-20,717.419983,737.250000,710.684998,718.989990,718.989990,35609038
2021-04-21,704.770020,744.840027,698.000000,744.119995,744.119995,31215514
2021-04-22,741.500000,753.770020,718.039978,719.690002,719.690002,35590255
2021-04-23,719.799988,737.359985,715.460022,729.400024,729.400024,28413889
2021-04-26,741.000000,749.299988,732.605286,738.200012,738.200012,31038502
2021-04-27,717.960022,724.000000,703.350098,704.739990,704.739990,29436995
2021-04-28,696.409973,708.500000,693.599976,694.400024,694.400024,22271047
2021-04-29,699.510010,702.250000,668.500183,677.000000,677.000000,28845449
2021-04-30,667.590027,715.469971,666.140015,709.440002,709.440002,40758722
2021-05-03,703.799988,706.000000,680.500000,684.900024,684.900024,27043143
2021-05-04,678.940002,683.446411,657.700989,673.599976,673.599976,29739319
2021-05-05,681.059998,685.295471,667.340027,670.940002,670.940002,21901894
2021-05-06,680.760010,681.020020,650.000000,663.539978,663.539978,27784619
2021-05-07,665.799988,690.000000,660.219971,672.369995,672.369995,23469172
2021-05-10,664.900024,665.049988,627.610107,629.039978,629.039978,31392417
2021-05-11,599.239990,627.099915,595.599976,617.200012,617.200012,46503896
2021-05-12,602.489990,620.409973,586.765015,589.890015,589.890015,33823646
2021-05-13,601.544983,606.459900,559.650024,571.690002,571.690002,44184916
2021-05-14,583.409973,592.869995,570.460022,589.739990,589.739990,33370856
2021-05-17,575.553101,589.729980,561.200012,576.830017,576.830017,32390360
2021-05-18,568.000000,596.250000,563.380005,577.869995,577.869995,36830567
2021-05-19,552.549988,566.210022,546.979980,563.460022,563.460022,39578395
2021-05-20,575.000000,588.849976,571.070007,586.780029,586.780029,30821119
2021-05-21,596.109985,596.679993,580.000000,580.880005,580.880005,26030595
2021-05-24,581.599976,614.479980,573.650024,606.440002,606.440002,34558089
2021-05-25,607.309998,613.989990,595.710022,604.690002,604.690002,28005933
2021-05-26,607.559998,626.169983,601.500000,619.130005,619.130005,28639305
2021-05-27,620.239990,631.130005,616.210022,630.849976,630.849976,26370593
2021-05-28,628.500000,635.590027,622.380005,625.219971,625.219971,22737038
2021-06-01,627.799988,633.799988,620.549988,623.900024,623.900024,18084890
2021-06-02,620.130005,623.359985,599.140015,605.119995,605.119995,23302779
2021-06-03,601.799988,604.549988,571.219971,572.840027,572.840027,30111893
2021-06-04,579.710022,600.609985,577.200012,599.049988,599.049988,24036896
2021-06-07,591.825012,610.000000,582.880005,605.130005,605.130005,22543682
2021-06-08,623.010010,623.090027,595.500000,603.590027,603.590027,26053405
2021-06-09,602.169983,611.789978,597.630127,598.780029,598.780029,16584566
2021-06-10,603.880005,616.590027,600.500000,610.119995,610.119995,23919606
2021-06-11,610.229980,612.559998,601.520020,609.890015,609.890015,16205303
2021-06-14,612.229980,625.489990,609.179993,617.690002,617.690002,20423983
2021-06-15,616.690002,616.789978,598.229980,599.359985,599.359985,17764145
2021-06-16,597.534973,608.500000,593.500000,604.869995,604.869995,22144127
2021-06-17,601.887817,621.469971,601.340027,616.599976,616.599976,22701350
2021-06-18,613.369995,628.349976,611.799988,623.309998,623.309998,24560905
2021-06-21,624.479980,631.390015,608.880005,620.830017,620.830017,24812741
2021-06-22,618.250000,628.569275,615.500000,623.710022,623.710022,19158892
2021-06-23,632.000000,657.203979,630.039978,656.570007,656.570007,31099228
2021-06-24,674.989990,697.619995,667.609985,679.820007,679.820007,45982386
2021-06-25,689.580017,693.809998,668.700012,671.869995,671.869995,32496707
2021-06-28,671.640015,694.699890,670.320007,688.719971,688.719971,21628159
2021-06-29,684.650024,687.509888,675.890015,680.760010,680.760010,17381313
2021-06-30,679.770020,692.809998,678.140015,679.700012,679.700012,18924862
2021-07-01,683.919983,687.989990,672.799988,677.919983,677.919983,18634522
2021-07-02,678.979980,700.000000,673.260010,678.900024,678.900024,27097374
2021-07-06,681.711487,684.000000,651.400208,659.580017,659.580017,23284450
2021-07-07,664.270020,665.700012,638.320007,644.650024,644.650024,18791960
2021-07-08,628.369995,654.429993,620.460022,652.809998,652.809998,22773316
2021-07-09,653.184998,658.909973,644.690002,656.950012,656.950012,18140548
2021-07-12,662.200012,687.239990,662.161011,685.700012,685.700012,25927042
2021-07-13,686.320007,693.280029,666.295776,668.539978,668.539978,20966092
2021-07-14,670.750000,678.609924,652.840027,653.380005,653.380005,21641190
2021-07-15,658.390015,666.140015,637.880005,650.599976,650.599976,20209571
2021-07-16,654.679993,656.699890,642.200012,644.219971,644.219971,16370970
2021-07-19,629.890015,647.199890,621.289978,646.219971,646.219971,21297090
2021-07-20,651.989990,662.391602,640.500977,660.500000,660.500000,15487127
2021-07-21,659.609985,664.859924,650.290100,655.289978,655.289978,13953338
2021-07-22,656.442810,662.169983,644.600098,649.260010,649.260010,15105727
2021-07-23,646.359985,648.799988,637.300110,643.380005,643.380005,14604944
2021-07-26,650.969971,668.199890,647.109985,657.619995,657.619995,25336556
2021-07-27,663.400024,666.500000,627.239990,644.780029,644.780029,32813290
2021-07-28,646.994995,654.969910,639.400085,646.979980,646.979980,16006596
2021-07-29,649.789978,683.690002,648.799988,677.349976,677.349976,30394637
2021-07-30,671.757996,697.530029,669.000000,687.200012,687.200012,29656411
2021-08-02,700.000000,726.940002,698.400024,709.669983,709.669983,33615765
2021-08-03,719.000000,722.650024,701.010010,709.739990,709.739990,21620253
2021-08-04,711.000000,724.900024,708.929993,710.919983,710.919983,17002647
2021-08-05,716.000000,720.949890,711.409973,714.630005,714.630005,12919637
2021-08-06,711.900024,716.330017,697.630005,699.099976,699.099976,15623049
2021-08-09,710.169983,719.030029,705.130005,713.760010,713.760010,14715349
2021-08-10,713.989990,716.590027,701.880005,709.989990,709.989990,13432305
2021-08-11,712.710022,715.179993,704.210022,707.820007,707.820007,9800558
2021-08-12,706.340027,722.799988,699.400024,722.250000,722.250000,17681686
2021-08-13,723.710022,729.900024,714.340027,717.169983,717.169983,16731467
2021-08-16,705.070007,709.500000,676.400024,686.169983,686.169983,23103303
2021-08-17,672.659973,674.580017,648.840027,665.710022,665.710022,23721279
2021-08-18,669.747925,695.770020,669.349976,688.989990,688.989990,20349375
2021-08-19,678.210022,686.549988,667.590027,673.469971,673.469971,14313486
2021-08-20,682.849976,692.129883,673.700012,680.260010,680.260010,14841865
2021-08-23,685.442017,712.129883,680.750488,706.299988,706.299988,20264859
2021-08-24,710.679993,715.219971,702.640015,708.489990,708.489990,13083071
2021-08-25,707.030029,716.969971,704.000000,711.200012,711.200012,12645562
2021-08-26,708.309998,715.400024,697.620117,701.159973,701.159973,13214292
2021-08-27,705.000000,715.000000,702.100098,711.919983,711.919983,13833763
2021-08-30,714.715027,731.000000,712.729980,730.909973,730.909973,18604220
2021-08-31,733.000000,740.390015,726.440002,735.719971,735.719971,20855436
2021-09-01,734.080017,741.989990,731.270081,734.090027,734.090027,13204335
2021-09-02,734.500000,740.969971,730.539978,732.390015,732.390015,12796739
2021-09-03,732.249390,734.000000,724.200012,733.570007,733.570007,15271045
2021-09-07,740.000000,760.200012,739.260010,752.919983,752.919983,20039825
2021-09-08,761.580017,764.450012,740.773315,753.869995,753.869995,18793036
2021-09-09,753.409973,762.099976,751.630127,754.859985,754.859985,14077731
2021-09-10,759.599976,762.609985,734.520081,736.270020,736.270020,15184170
2021-09-13,740.214294,744.780029,708.849976,743.000000,743.000000,22952482
2021-09-14,742.570007,754.469971,736.400024,744.489990,744.489990,18524881
2021-09-15,745.000000,756.859985,738.359985,755.830017,755.830017,15357685
2021-09-16,752.830017,758.909973,747.609985,756.989990,756.989990,13923393
2021-09-17,757.150024,761.039978,750.000000,759.489990,759.489990,28204176
2021-09-20,734.557678,742.000000,718.624878,730.169983,730.169983,24757652
2021-09-21,734.789978,744.739929,730.440002,739.380005,739.380005,16330723
2021-09-22,743.526306,753.669922,739.119995,751.940002,751.940002,15126272
2021-09-23,755.000000,758.200012,747.919983,753.640015,753.640015,11947527
2021-09-24,745.890015,774.799988,744.559998,774.390015,774.390015,21373022
2021-09-27,773.119995,799.000000,769.309998,791.359985,791.359985,28070657
2021-09-28,787.200012,795.640015,766.180115,777.559998,777.559998,25381422
2021-09-29,779.799988,793.500000,770.679993,781.309998,781.309998,20942877
2021-09-30,781.000000,789.130493,775.000000,775.479980,775.479980,17955961
2021-10-01,778.400024,780.780029,763.590027,775.219971,775.219971,17031414
2021-10-04,796.500000,806.969910,776.119995,781.530029,781.530029,30483341
2021-10-05,784.796204,797.309998,774.200012,780.590027,780.590027,18432625
2021-10-06,776.200012,786.659973,773.219971,782.750000,782.750000,14632768
2021-10-07,785.460022,805.000000,783.380005,793.609985,793.609985,19195782
2021-10-08,796.210022,796.380005,780.909973,785.489990,785.489990,16738604
2021-10-11,787.650024,801.239990,785.500000,791.940002,791.940002,14200322
2021-10-12,800.929993,812.320007,796.570007,805.719971,805.719971,22020040
2021-10-13,810.469971,815.409973,805.780029,811.080017,811.080017,14120075
2021-10-14,815.489990,820.250000,813.350098,818.320007,818.320007,12247170
2021-10-15,823.738403,843.210022,822.349976,843.030029,843.030029,18924567
2021-10-18,851.789978,875.260010,851.469971,870.109985,870.109985,24207244
2021-10-19,877.530029,877.950012,862.510010,864.270020,864.270020,17381128
2021-10-20,865.349976,869.489990,857.380005,865.799988,865.799988,14032052
2021-10-21,856.000000,900.000000,855.504578,894.000000,894.000000,31481454
2021-10-22,895.500000,910.000000,890.960022,909.679993,909.679993,22880835
2021-10-25,950.530029,1045.020020,944.200012,1024.859985,1024.859985,62852099
2021-10-26,1024.689941,1094.939941,1001.440002,1018.429993,1018.429993,62414968
2021-10-27,1039.660034,1070.880005,1030.780029,1037.859985,1037.859985,38526459
2021-10-28,1068.305054,1081.000000,1054.199951,1077.040039,1077.040039,27213173
2021-10-29,1081.859985,1115.209961,1073.204956,1114.000000,1114.000000,29918417
2021-11-01,1145.000000,1209.750000,1118.660034,1208.589966,1208.589966,56048716
2021-11-02,1159.354980,1208.589966,1146.000000,1172.000000,1172.000000,42737797
2021-11-03,1177.329956,1215.390015,1152.619995,1213.859985,1213.859985,34628519
2021-11-04,1234.410034,1243.489990,1217.000000,1229.910034,1229.910034,25397410
2021-11-05,1228.000000,1239.869995,1208.000000,1222.089966,1222.089966,21628812
2021-11-08,1149.785034,1197.000000,1133.000000,1162.939941,1162.939941,33445715
2021-11-09,1173.599976,1174.500000,1011.520020,1023.500000,1023.500000,59105836
2021-11-10,1010.409973,1078.099976,987.309998,1067.949951,1067.949951,42802722
2021-11-11,1102.770020,1104.969971,1054.680054,1063.510010,1063.510010,22396568
2021-11-12,1047.500000,1054.500000,1019.200012,1033.420044,1033.420044,25573148
2021-11-15,1017.630005,1031.979980,978.599976,1013.390015,1013.390015,34775649
2021-11-16,1003.309998,1057.199951,1002.179993,1054.729980,1054.729980,26542359
2021-11-17,1063.510010,1119.640015,1055.500000,1089.010010,1089.010010,31445365
2021-11-18,1106.550049,1112.000000,1075.020020,1096.380005,1096.380005,20898930
2021-11-19,1098.869995,1138.719849,1092.699951,1137.060059,1137.060059,21642258
2021-11-22,1162.329956,1201.949951,1132.430054,1156.869995,1156.869995,33072509
2021-11-23,1167.510010,1180.499878,1062.699951,1109.030029,1109.030029,36171700
2021-11-24,1080.390015,1132.770020,1062.000000,1116.000000,1116.000000,22560238
2021-11-26,1099.469971,1108.782715,1081.000000,1081.920044,1081.920044,11680890
2021-11-29,1100.989990,1142.670044,1100.189941,1136.989990,1136.989990,19464467
2021-11-30,1144.369995,1168.000000,1118.000000,1144.760010,1144.760010,27092038
2021-12-01,1160.694946,1172.839844,1090.760010,1095.000000,1095.000000,22934698
2021-12-02,1099.060059,1113.000000,1056.650024,1084.599976,1084.599976,24371623
2021-12-03,1084.790039,1090.575317,1000.210022,1014.969971,1014.969971,30773995
2021-12-06,1001.510010,1021.640015,950.500000,1009.010010,1009.010010,27221037
2021-12-07,1044.199951,1057.673950,1026.810059,1051.750000,1051.750000,18694857
2021-12-08,1052.709961,1072.380005,1033.000122,1068.959961,1068.959961,13968790
2021-12-09,1060.640015,1062.489990,1002.359985,1003.799988,1003.799988,19446486
2021-12-10,1008.750000,1020.979675,982.530029,1017.030029,1017.030029,19229185
